compound	no_of_replicates	dose	matching_score	assay	normalization	category
mirtazapine	5	10 uM	0.26380903732943	Cell Painting	non_spherized	all_data
mitomycin-c	5	10 uM	0.853176052845487	Cell Painting	non_spherized	all_data
mk-0752	5	10 uM	0.6435567217298996	Cell Painting	non_spherized	all_data
mk-0773	2	10 uM	0.3716012175118601	Cell Painting	non_spherized	all_data
mk-0812	5	10 uM	0.7790439189404746	Cell Painting	non_spherized	all_data
mk-0893	5	10 uM	0.818870955913888	Cell Painting	non_spherized	all_data
mk-2461	5	10 uM	0.739355363464953	Cell Painting	non_spherized	all_data
mk-3207	5	10 uM	0.334540156266685	Cell Painting	non_spherized	all_data
mk-8033	5	10 uM	0.4946849728658603	Cell Painting	non_spherized	all_data
mk-8245	5	10 uM	0.4936164450722867	Cell Painting	non_spherized	all_data
mln0128	5	10 uM	0.7934149445939009	Cell Painting	non_spherized	all_data
mln2480	2	10 uM	0.4895402806527789	Cell Painting	non_spherized	all_data
mln9708	5	10 uM	0.7899978548795781	Cell Painting	non_spherized	all_data
moclobemide	5	10 uM	-0.1109879633640118	Cell Painting	non_spherized	all_data
molindone	5	10 uM	0.543483284455725	Cell Painting	non_spherized	all_data
molsidomine	5	10 uM	0.64826241106665	Cell Painting	non_spherized	all_data
moxidectin	5	10 uM	0.8196671378816784	Cell Painting	non_spherized	all_data
moxifloxacin	5	10 uM	0.4833982243948325	Cell Painting	non_spherized	all_data
moxisylyte	5	10 uM	0.132380363038142	Cell Painting	non_spherized	all_data
mozavaptan	5	10 uM	0.8436802308267493	Cell Painting	non_spherized	all_data
mycophenolate-mofetil	5	10 uM	0.926788162074486	Cell Painting	non_spherized	all_data
mycophenolic-acid	5	10 uM	0.8909526802081938	Cell Painting	non_spherized	all_data
n6022	5	10 uM	0.1681336813635318	Cell Painting	non_spherized	all_data
nafamostat	5	10 uM	0.529532111984844	Cell Painting	non_spherized	all_data
naftidrofuryl	5	10 uM	0.354495299733256	Cell Painting	non_spherized	all_data
naftopidil	4	10 uM	0.3894779343821052	Cell Painting	non_spherized	all_data
nalbuphine	5	10 uM	0.2608389395745039	Cell Painting	non_spherized	all_data
naphazoline	5	10 uM	0.3600902074081545	Cell Painting	non_spherized	all_data
naproxen	5	10 uM	0.5582921509149261	Cell Painting	non_spherized	all_data
naringenin	5	10 uM	0.6502078881231461	Cell Painting	non_spherized	all_data
narlaprevir	5	10 uM	0.741671508432145	Cell Painting	non_spherized	all_data
nateglinide	2	10 uM	0.7285727032194695	Cell Painting	non_spherized	all_data
navitoclax	5	10 uM	0.8632612447906595	Cell Painting	non_spherized	all_data
nebivolol	5	10 uM	0.4970751808495643	Cell Painting	non_spherized	all_data
nefiracetam	5	10 uM	0.0458990606499194	Cell Painting	non_spherized	all_data
nefopam	5	10 uM	0.3368331394292397	Cell Painting	non_spherized	all_data
nelarabine	5	10 uM	0.7642746907102598	Cell Painting	non_spherized	all_data
nemonapride	5	10 uM	0.5595615092282475	Cell Painting	non_spherized	all_data
nepafenac	5	10 uM	0.331523486414901	Cell Painting	non_spherized	all_data
neratinib	5	10 uM	0.8316992888831414	Cell Painting	non_spherized	all_data
nesbuvir	5	10 uM	0.245274003625825	Cell Painting	non_spherized	all_data
netupitant	5	10 uM	0.7375544878896443	Cell Painting	non_spherized	all_data
nevirapine	5	10 uM	0.6239496564888974	Cell Painting	non_spherized	all_data
niacin	5	10 uM	0.291156280823355	Cell Painting	non_spherized	all_data
nicaraven	5	10 uM	0.4996559273409248	Cell Painting	non_spherized	all_data
nicardipine	5	10 uM	0.5007196660521684	Cell Painting	non_spherized	all_data
nicergoline	5	10 uM	0.2814201003589516	Cell Painting	non_spherized	all_data
nicotinamide	5	10 uM	0.0311050643329462	Cell Painting	non_spherized	all_data
nicotine	5	10 uM	0.2188036067817412	Cell Painting	non_spherized	all_data
niguldipine	5	10 uM	0.162163764189101	Cell Painting	non_spherized	all_data
nikethamide	5	10 uM	0.2191121091484617	Cell Painting	non_spherized	all_data
nilotinib	5	10 uM	0.68592043437922	Cell Painting	non_spherized	all_data
nimesulide	5	10 uM	0.5263477989687055	Cell Painting	non_spherized	all_data
nimodipine	5	10 uM	0.4074407005260568	Cell Painting	non_spherized	all_data
nintedanib	5	10 uM	0.855764225785244	Cell Painting	non_spherized	all_data
nisoxetine	5	10 uM	0.2711210871445755	Cell Painting	non_spherized	all_data
nitrendipine	5	10 uM	0.2658016714338649	Cell Painting	non_spherized	all_data
nizofenone	5	10 uM	0.3571860160175529	Cell Painting	non_spherized	all_data
nms-1286937	5	10 uM	0.928770490553015	Cell Painting	non_spherized	all_data
norethindrone	5	10 uM	0.4833979399720529	Cell Painting	non_spherized	all_data
norethisterone	5	10 uM	0.2634916844372146	Cell Painting	non_spherized	all_data
norfloxacin	5	10 uM	-0.1456506518313873	Cell Painting	non_spherized	all_data
norgestrel	5	10 uM	0.802888902691991	Cell Painting	non_spherized	all_data
nortriptyline	5	10 uM	0.8065632862869448	Cell Painting	non_spherized	all_data
noscapine	5	10 uM	0.5086916062818269	Cell Painting	non_spherized	all_data
novobiocin	5	10 uM	0.5141374252711934	Cell Painting	non_spherized	all_data
nsi-189	5	10 uM	-0.0264468387670769	Cell Painting	non_spherized	all_data
nutlin-3	5	10 uM	0.9247298304260548	Cell Painting	non_spherized	all_data
nvp-dpp728	5	10 uM	0.3051446263599322	Cell Painting	non_spherized	all_data
nxy-059	5	10 uM	0.445891625285908	Cell Painting	non_spherized	all_data
o6-benzylguanine	5	10 uM	0.2442849917902557	Cell Painting	non_spherized	all_data
odanacatib	5	10 uM	0.4395007086413658	Cell Painting	non_spherized	all_data
ofloxacin	5	10 uM	0.6790152990466424	Cell Painting	non_spherized	all_data
oglemilast	5	10 uM	0.7288953433579533	Cell Painting	non_spherized	all_data
olaparib	4	10 uM	0.8687773429573278	Cell Painting	non_spherized	all_data
olmesartan	5	10 uM	0.5942077934013905	Cell Painting	non_spherized	all_data
omecamtiv-mecarbil	5	10 uM	0.6021258701154693	Cell Painting	non_spherized	all_data
omeprazole	5	10 uM	0.3207983491139443	Cell Painting	non_spherized	all_data
ondansetron	5	10 uM	0.1446785308748498	Cell Painting	non_spherized	all_data
oprozomib	5	10 uM	0.8088067387760401	Cell Painting	non_spherized	all_data
orantinib	5	10 uM	0.33618696061102	Cell Painting	non_spherized	all_data
ore1001	5	10 uM	0.2338010792056906	Cell Painting	non_spherized	all_data
org-9768	2	10 uM	-0.2389738645745214	Cell Painting	non_spherized	all_data
orlistat	5	10 uM	0.6771195745483182	Cell Painting	non_spherized	all_data
orphenadrine	5	10 uM	0.486443615606374	Cell Painting	non_spherized	all_data
orteronel	4	10 uM	0.1882862598730548	Cell Painting	non_spherized	all_data
oseltamivir-carboxylate	5	10 uM	0.6184645250645344	Cell Painting	non_spherized	all_data
ostarine	5	10 uM	0.3898965887643277	Cell Painting	non_spherized	all_data
otamixaban	5	10 uM	0.5116791841753543	Cell Painting	non_spherized	all_data
otilonium	5	10 uM	0.1619788221162384	Cell Painting	non_spherized	all_data
ots167	5	10 uM	0.8785908968288532	Cell Painting	non_spherized	all_data
oxandrolone	5	10 uM	0.3418738695367653	Cell Painting	non_spherized	all_data
oxaprozin	5	10 uM	0.3959176991798523	Cell Painting	non_spherized	all_data
oxatomide	4	10 uM	0.2796174004291194	Cell Painting	non_spherized	all_data
oxfendazole	5	10 uM	0.8894328425724427	Cell Painting	non_spherized	all_data
oxiconazole	5	10 uM	0.7065732413849233	Cell Painting	non_spherized	all_data
oxiperomide	5	10 uM	0.8435225513212308	Cell Painting	non_spherized	all_data
oxybenzone	5	10 uM	0.2904526253593425	Cell Painting	non_spherized	all_data
oxybuprocaine	5	10 uM	0.3384071110391588	Cell Painting	non_spherized	all_data
oxybutynin	5	10 uM	0.4321119470519462	Cell Painting	non_spherized	all_data
oxymetazoline	5	10 uM	0.3856270423715868	Cell Painting	non_spherized	all_data
oxypurinol	5	10 uM	0.4651605838248039	Cell Painting	non_spherized	all_data
ozagrel	5	10 uM	0.3429775636213772	Cell Painting	non_spherized	all_data
pa-824	5	10 uM	0.6219089394149937	Cell Painting	non_spherized	all_data
paclitaxel	5	10 uM	0.8521750389169337	Cell Painting	non_spherized	all_data
palbociclib	5	10 uM	0.8905546136745442	Cell Painting	non_spherized	all_data
palmitoylethanolamide	5	10 uM	0.432056284101661	Cell Painting	non_spherized	all_data
palomid-529	5	10 uM	0.6705084640731039	Cell Painting	non_spherized	all_data
palonosetron	5	10 uM	0.1767704140714133	Cell Painting	non_spherized	all_data
palovarotene	5	10 uM	0.5512067284644109	Cell Painting	non_spherized	all_data
papaverine	5	10 uM	0.859486256685685	Cell Painting	non_spherized	all_data
paracetamol	2	10 uM	-0.0318915284147707	Cell Painting	non_spherized	all_data
paroxetine	2	10 uM	0.3006384763939557	Cell Painting	non_spherized	all_data
pasireotide	5	10 uM	0.5336520913180718	Cell Painting	non_spherized	all_data
pazopanib	5	10 uM	0.8307117294895726	Cell Painting	non_spherized	all_data
pazufloxacin	5	10 uM	-0.0638669018636894	Cell Painting	non_spherized	all_data
pd123319	5	10 uM	0.4624272937074354	Cell Painting	non_spherized	all_data
pd153035	5	10 uM	0.805107544925167	Cell Painting	non_spherized	all_data
pelitinib	5	10 uM	0.881045310426356	Cell Painting	non_spherized	all_data
pemirolast	5	10 uM	0.2784363521935023	Cell Painting	non_spherized	all_data
penfluridol	5	10 uM	0.8395661473782063	Cell Painting	non_spherized	all_data
penicillin-v-potassium	2	10 uM	0.3540369858377398	Cell Painting	non_spherized	all_data
pentamidine	5	10 uM	0.8971067630256804	Cell Painting	non_spherized	all_data
pentoxifylline	5	10 uM	0.5932563771239655	Cell Painting	non_spherized	all_data
perhexiline	5	10 uM	0.6767628164415175	Cell Painting	non_spherized	all_data
pf-02545920	5	10 uM	0.7101191732463108	Cell Painting	non_spherized	all_data
pf-03084014	5	10 uM	0.9171359616782496	Cell Painting	non_spherized	all_data
pf-03758309	5	10 uM	0.9037415010500104	Cell Painting	non_spherized	all_data
pf-03814735	5	10 uM	0.8951811842564255	Cell Painting	non_spherized	all_data
pf-04136309	5	10 uM	0.300634869510769	Cell Painting	non_spherized	all_data
pf-04447943	5	10 uM	0.2625526863037546	Cell Painting	non_spherized	all_data
pf-04457845	5	10 uM	0.7482395207160607	Cell Painting	non_spherized	all_data
pf-04620110	5	10 uM	0.0918389227122927	Cell Painting	non_spherized	all_data
pf-04691502	5	10 uM	0.7719690440124423	Cell Painting	non_spherized	all_data
ph-797804	5	10 uM	0.6759316898898693	Cell Painting	non_spherized	all_data
pha-848125	5	10 uM	0.8880350156361246	Cell Painting	non_spherized	all_data
phenazone	5	10 uM	0.5610220306441205	Cell Painting	non_spherized	all_data
phenformin	5	10 uM	0.691767105683311	Cell Painting	non_spherized	all_data
phensuximide	5	10 uM	0.4310150790532601	Cell Painting	non_spherized	all_data
phentermine	5	10 uM	0.5235057524876019	Cell Painting	non_spherized	all_data
phentolamine	5	10 uM	0.5011330689773971	Cell Painting	non_spherized	all_data
phenylacetylglutamine	5	10 uM	0.2817743885034562	Cell Painting	non_spherized	all_data
phenylbutazone	5	10 uM	0.3885310640378164	Cell Painting	non_spherized	all_data
phenylbutyrate	5	10 uM	0.2791785241964342	Cell Painting	non_spherized	all_data
phenylephrine	5	10 uM	0.3446607351973324	Cell Painting	non_spherized	all_data
phenytoin	5	10 uM	0.1164634503002483	Cell Painting	non_spherized	all_data
physostigmine	5	10 uM	0.6280569266670084	Cell Painting	non_spherized	all_data
pibenzimol	5	10 uM	0.8051017219247517	Cell Painting	non_spherized	all_data
piclamilast	5	10 uM	0.0908988734470939	Cell Painting	non_spherized	all_data
picolinic-acid	4	10 uM	0.2487728798932698	Cell Painting	non_spherized	all_data
picotamide	5	10 uM	0.056827676304285	Cell Painting	non_spherized	all_data
piketoprofen	5	10 uM	0.4353724961384436	Cell Painting	non_spherized	all_data
pilaralisib	5	10 uM	0.7076489702539059	Cell Painting	non_spherized	all_data
pilocarpine	5	10 uM	0.3466951167142484	Cell Painting	non_spherized	all_data
pimavanserin	5	10 uM	0.7365378357772006	Cell Painting	non_spherized	all_data
pimecrolimus	5	10 uM	0.7528030975019471	Cell Painting	non_spherized	all_data
pimobendan	5	10 uM	0.8571860880692013	Cell Painting	non_spherized	all_data
pimozide	4	10 uM	0.6410749681583178	Cell Painting	non_spherized	all_data
pinacidil	2	10 uM	0.5230011399184928	Cell Painting	non_spherized	all_data
pinaverium	5	10 uM	0.7129664526939533	Cell Painting	non_spherized	all_data
pinitol	5	10 uM	0.3868282490971831	Cell Painting	non_spherized	all_data
pioglitazone	5	10 uM	0.5197898405461878	Cell Painting	non_spherized	all_data
piperidolate	5	10 uM	0.2128594539308392	Cell Painting	non_spherized	all_data
pirenoxine	5	10 uM	0.5163339570482348	Cell Painting	non_spherized	all_data
pirenzepine	5	10 uM	0.1135939101366677	Cell Painting	non_spherized	all_data
pirfenidone	5	10 uM	0.3787485677989605	Cell Painting	non_spherized	all_data
piribedil	5	10 uM	0.4430402708276222	Cell Painting	non_spherized	all_data
piroxicam	5	10 uM	0.406298018377939	Cell Painting	non_spherized	all_data
pitavastatin	5	10 uM	0.9095308623659796	Cell Painting	non_spherized	all_data
pki-179	5	10 uM	0.8696674765569166	Cell Painting	non_spherized	all_data
podophyllotoxin	5	10 uM	0.9142091273022876	Cell Painting	non_spherized	all_data
pomalidomide	5	10 uM	0.3431546306887485	Cell Painting	non_spherized	all_data
pramipexole	5	10 uM	0.5076516904295085	Cell Painting	non_spherized	all_data
pranlukast	5	10 uM	0.2336761982167796	Cell Painting	non_spherized	all_data
pravastatin	5	10 uM	0.3815792503056601	Cell Painting	non_spherized	all_data
prazosin	5	10 uM	0.2592827583948339	Cell Painting	non_spherized	all_data
prednisone	5	10 uM	0.5347834600200229	Cell Painting	non_spherized	all_data
preladenant	5	10 uM	0.4683038380989566	Cell Painting	non_spherized	all_data
primaquine	5	10 uM	0.7960459956617746	Cell Painting	non_spherized	all_data
primidone	5	10 uM	0.4192433358221408	Cell Painting	non_spherized	all_data
pritelivir	5	10 uM	0.5845350966434599	Cell Painting	non_spherized	all_data
probenecid	5	10 uM	0.4736112710738794	Cell Painting	non_spherized	all_data
probucol	5	10 uM	0.3988700452656024	Cell Painting	non_spherized	all_data
procainamide	5	10 uM	0.3841988687968107	Cell Painting	non_spherized	all_data
prochlorperazine	5	10 uM	0.6931943336160735	Cell Painting	non_spherized	all_data
progesterone	5	10 uM	0.3930772777096912	Cell Painting	non_spherized	all_data
proglumide	5	10 uM	0.0604022034695991	Cell Painting	non_spherized	all_data
proguanil	5	10 uM	0.3201430805783791	Cell Painting	non_spherized	all_data
propafenone	5	10 uM	0.7514882733648895	Cell Painting	non_spherized	all_data
propentofylline	5	10 uM	0.3183786206435309	Cell Painting	non_spherized	all_data
propranolol	5	10 uM	0.479706911022879	Cell Painting	non_spherized	all_data
protirelin	5	10 uM	0.6690126188293591	Cell Painting	non_spherized	all_data
protriptyline	2	10 uM	0.4728833837813923	Cell Painting	non_spherized	all_data
prx-08066	5	10 uM	0.8581163292620719	Cell Painting	non_spherized	all_data
psi-6130	5	10 uM	0.6593212420135603	Cell Painting	non_spherized	all_data
pterostilbene	5	10 uM	0.7007753271269441	Cell Painting	non_spherized	all_data
pyrazinamide	5	10 uM	0.3373660041373194	Cell Painting	non_spherized	all_data
pyrazinoylguanidine	5	10 uM	0.4109780203538461	Cell Painting	non_spherized	all_data
quercetin	5	10 uM	0.5817477380364424	Cell Painting	non_spherized	all_data
quetiapine	5	10 uM	0.729892695099379	Cell Painting	non_spherized	all_data
quiflapon	5	10 uM	0.3837417420513309	Cell Painting	non_spherized	all_data
quinapril	5	10 uM	0.1482661633274442	Cell Painting	non_spherized	all_data
quinidine	10	10 uM	0.5238214784125046	Cell Painting	non_spherized	all_data
quizartinib	5	10 uM	0.7687614210914495	Cell Painting	non_spherized	all_data
r-428	5	10 uM	0.9235065659006616	Cell Painting	non_spherized	all_data
r547	5	10 uM	0.9120094775805012	Cell Painting	non_spherized	all_data
rabeprazole	5	10 uM	0.540339196985729	Cell Painting	non_spherized	all_data
racecadotril	5	10 uM	0.1849565926997209	Cell Painting	non_spherized	all_data
raclopride	5	10 uM	0.253864961707553	Cell Painting	non_spherized	all_data
radezolid	5	10 uM	0.7831555801848809	Cell Painting	non_spherized	all_data
raf265	5	10 uM	0.8169159347147591	Cell Painting	non_spherized	all_data
raloxifene	5	10 uM	0.7884991526227771	Cell Painting	non_spherized	all_data
raltegravir	4	10 uM	0.3467503502618068	Cell Painting	non_spherized	all_data
ramatroban	5	10 uM	0.2731901692192605	Cell Painting	non_spherized	all_data
ramelteon	5	10 uM	0.6363976233297717	Cell Painting	non_spherized	all_data
ramipril	5	10 uM	0.3248046714545052	Cell Painting	non_spherized	all_data
ranitidine	5	10 uM	0.1566434949948834	Cell Painting	non_spherized	all_data
ranolazine	5	10 uM	0.2185419528467004	Cell Painting	non_spherized	all_data
rasagiline	5	10 uM	0.0158537987328949	Cell Painting	non_spherized	all_data
rebamipide	5	10 uM	0.6926126508626848	Cell Painting	non_spherized	all_data
reboxetine	2	10 uM	0.2366661034158121	Cell Painting	non_spherized	all_data
refametinib	5	10 uM	0.9173535984107736	Cell Painting	non_spherized	all_data
regadenoson	5	10 uM	0.513868497122393	Cell Painting	non_spherized	all_data
regorafenib	5	10 uM	0.9164887688370018	Cell Painting	non_spherized	all_data
relcovaptan	5	10 uM	0.7330095734850053	Cell Painting	non_spherized	all_data
repaglinide	5	10 uM	0.2783564810532372	Cell Painting	non_spherized	all_data
reparixin	5	10 uM	0.5742982769352027	Cell Painting	non_spherized	all_data
resatorvid	5	10 uM	0.4172089135350914	Cell Painting	non_spherized	all_data
reserpine	5	10 uM	0.6941333244045219	Cell Painting	non_spherized	all_data
resiquimod	5	10 uM	0.5255579145125608	Cell Painting	non_spherized	all_data
resminostat	5	10 uM	0.7534548226821278	Cell Painting	non_spherized	all_data
resveratrol	5	10 uM	0.8581615442555381	Cell Painting	non_spherized	all_data
retapamulin	5	10 uM	0.6299057397595865	Cell Painting	non_spherized	all_data
retigabine	5	10 uM	-0.1205307811075052	Cell Painting	non_spherized	all_data
rg-7388	5	10 uM	0.9067992178742188	Cell Painting	non_spherized	all_data
rg2833	4	10 uM	0.8676480742589194	Cell Painting	non_spherized	all_data
rg4733	5	10 uM	0.6575493458722137	Cell Painting	non_spherized	all_data
ribavirin	5	10 uM	0.3299397221060072	Cell Painting	non_spherized	all_data
rifabutin	5	10 uM	0.2917264414716678	Cell Painting	non_spherized	all_data
rifaximin	5	10 uM	0.4816044569884079	Cell Painting	non_spherized	all_data
rilmenidine	5	10 uM	0.5766300507934933	Cell Painting	non_spherized	all_data
rilpivirine	5	10 uM	0.7594432499142081	Cell Painting	non_spherized	all_data
